complaint_id,product,sub_product,issue,sub_issue,state,company,date_received,complaint_what_happened,escalated,labeler_notes
8087356,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,CA,"EQUIFAX, INC.",2024-01-02,"I hope this letter finds you well. I am writing to bring to your attention a matter concerning my credit report. I recently obtained a copy of my credit report and noticed that there are late payments listed on my account. After reviewing the details, I have come to the realization that these late payments are inaccuracies and do not reflect my actual payment history. 

I understand the importance of an accurate credit report and how it affects my overall creditworthiness. I am writing to formally request the immediate removal of these late payments from my credit report. I believe this action is necessary to ensure the accuracy of my credit history and to maintain a fair representation of my financial responsibility. 

XXXX XXXX XXXX XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX XXXX customer service representative. 

XXXX XXXX XXXX XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX XXXX customer service representative. 

I would like to highlight that these late payments are not a result of negligence on my part, but rather a mistake or error in reporting. I have consistently been diligent in making timely payments, and these late payments do not align with my financial behavior. 
XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX customer service representative XXXX 

I understand the importance of staying informed about my financial transactions and responsibilities. However, it appears that due to the minimal balance in my account, statements were not generated or sent to me during the specified period. 

I would like to request your assistance in providing me with the missing statements for the mentioned period. Understanding the details of my account activity is crucial for me to manage my finances responsibly. If there are any fees associated with the generation or retrieval of these statements, please inform me in advance. 
I trust this letter finds you well. I am writing to you with regards to my recent discovery of late payments reported on my credit file, specifically related to my account with XXXX XXXX XXXX XXXX Upon reviewing my credit report, I noticed that late payments were recorded during a specific period, and I believe these were a result of a unique circumstance. 

XXXX XXXX XXXX XXXX XXXX Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX customer service representative XXXX 

I would like to provide context for these late payments. During the mentioned period, I did not receive my regular account statements from XXXX XXXX XXXX XXXX After investigating the matter, I learned that the lack of statements was attributed to a very small balance in my account during that specific time frame. 

I fully understand the importance of maintaining a positive credit history, and I take responsibility for any oversights in managing my account. However, the late payments occurred due to circumstances beyond my control, namely the absence of statements that would have alerted me to any outstanding balances. 

I trust this letter finds you well. I am writing to inform you of a recent resolution with my bank, XXXX XXXX XXXX, regarding an internal issue that has affected the reporting of my account status. I would like to request your assistance in updating my credit report accordingly. 
XXXXXXXX XXXX XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX customer service representative. 

I recently discovered that there was an internal issue within XXXX XXXX XXXX that led to an incorrect reporting of my account status on my credit report. Despite my consistent and timely payments, the report currently reflects inaccuracies that may have negatively impacted my credit score. 

After addressing this matter with XXXX XXXX XXXX, I am pleased to report that they have acknowledged the internal issue and have agreed to update my account status to reflect that it has always been open and never late. I kindly request that you update my credit report accordingly to accurately reflect the positive standing of my account. 

Enclosed with this letter, you will find supporting documentation from XXXX XXXX XXXX, confirming their acknowledgment of the internal issue and their commitment to rectifying the reporting inaccuracies. 
XXXXXXXX XXXX XXXX XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXX XXXX XXXX customer service representative. 

I would like to provide clarification regarding the status of my account during a specific period. Due to unforeseen financial challenges, I entered into a forbearance agreement with XXXX XXXX XXXX to temporarily suspend payments on my account. I am pleased to inform you that XXXXXXXX XXXX XXXX and I reached a mutual agreement during this forbearance period, wherein it was agreed that there would be no negative reporting to credit bureaus. 

I kindly request that you update my credit report to accurately reflect the agreed-upon terms during the forbearance period. There should be no indication of negative activity or any reporting that could adversely affect my credit score for that specific timeframe. 

Enclosed with this letter, please find documentation from XXXXXXXX XXXX XXXX confirming the forbearance agreement and the commitment not to report any negativity during this period. 

I understand the importance of maintaining an accurate credit report, and I appreciate your prompt attention to this matter. Your cooperation in updating my credit report will ensure that my credit history accurately represents the terms agreed upon during the forbearance period. 
I trust this letter finds you well. I am writing to bring to your attention a recent resolution regarding an internal issue with my bank, XXXXXXXXDEPT OF ED that has affected the reporting of my account status on my credit report. I kindly request your assistance in updating this information to accurately reflect the true status of my account. 

XXXXXXXX/DEPT OF ED XXXXXXXX - Those payments were made on time. I am requesting that the late payment markings be updated to reflect my accurate payment history. If there is any confusion, I suggest you contact myself or XXXXDEPT OF ED customer service representative XXXX 

Upon careful review of my credit report, I noticed discrepancies in the reporting of my account status. I would like to provide clarification on this matter. Due to an internal issue within XXXXDEPT OF ED, my account status was inaccurately reported, suggesting that it was not open or that payments were late. 

After addressing this matter with XXXXDEPT OF ED, I am pleased to report that they have acknowledged the internal issue and have agreed to update my account status to reflect that it has always been open and never late. I kindly request that you update my credit report accordingly to accurately reflect the positive standing of my account. 

Enclosed with this letter, you will find supporting documentation from XXXX/DEPT OF ED, confirming their acknowledgment of the internal issue and their commitment to rectifying the reporting inaccuracies. 

I understand the importance of maintaining an accurate credit report, and I appreciate your prompt attention to this matter. Your cooperation in updating my credit report will ensure that my credit history is a true representation of my financial responsibility. 

I kindly request that you notify me in writing once the necessary corrections have been made to my credit report. If you require any additional information, please do not hesitate to contact me. 

Thank you for your understanding and assistance in resolving this matter.",1,
10309860,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,FL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-10-01,,0,
12754265,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,FL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2025-04-01,,0,
7197642,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,CA,CL Holdings LLC,2023-07-04,"I got my cell phone connection with XXXX ( Account # XXXX ) in XX/XX/2019. As part of the deal I was supposed to get a {$150.00} gift card, which I never received. I closed the account in XX/XX/2019. I was retroactively billed for {$150.00} gift card. I reached out to XXXX, who assured that they will investigate. I explained them that if investigation concludes that I never received/used the initial {$150.00} gift card, then they can cancel off the charges. Instead I was told, if that's the case they can not cancel the charges since the rewards department and billing department are separate.Instead, I would be issued a new {$150.00} gift card by the rewards department, I can then call the billing department and use the new {$150.00} gift card to pay back the outstanding bill. They never returned back to me with the results from their investigation. Instead, they keep reaching out to different debt collectors ( 4 different debt collection agencies so far ) and continue to harass me to pay for the gift card. They have also got these charges listed on my credit report/credit history. I have tried to get this issue investigated through XXXX, XXXX and XXXX  but XXXX keeps changing debt collector agencies ( most recent one being Jefferson.",1,
7623794,Debt collection,Auto debt,Written notification about debt,Didn't receive enough information to verify debt,OH,"Levy & Associates, LLC",2023-10-02,,0,
8090670,Debt collection,Telecommunications debt,Attempts to collect debt not owed,Debt is not yours,TX,"Diversified Adjustment Service, Inc.",2024-01-02,"I received a bill from XXXX in XX/XX/2023. It indicated that my account was delinquent. This was the first and only bill that I ever received from XXXX. I immediately called XXXX and reported it as fraudulent. XXXX launched a fraud investigation into the account. I called back after the 10-business day waiting period for the investigation to be completed. XXXX informed me that they had determined that the account was indeed fraudulent and as such, they would remove the account. They assured me that the account was no longer associated with me and that there was no further action needed. I called back 5 business days later to verify that the account was no longer associated with me. XXXX stated that they would no longer discuss the account with me as it was not my account, based on the fraud investigation, for privacy reasons. In addition, I reported this instance with the FTC as identity theft. This, however, turned out not to be the case as the account was sent to collections. I have disputed the collections with all three credit bureaus. XXXX has closed my dispute after their investigation indicating the information is correct. I am seeking relief from this hardship.",1,
6788142,Debt collection,Other debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,DE,"Kriya Capital, LLC",2023-04-03,"Today XXXX I received an email from one of credit card companies stating that I received a negative credit score. Upon investigation I found that XXXX sent my info to collections with credence resource management for {$880.00}. I never had XXXX and this is a result of identity theft. I tried calling Credence and they said the last digit of my SS number was wrong and they arent able to provide me with any information. This is the third time credence has gone above and beyond to affect my credit report. In XXXX, I believe the XXXX, I had to file identity theft when credence dealing with att filed a debt collection on me.",1,
20838835,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,CA,"CCS Financial Services, Inc.",2026-04-01,"A collection account is currently listed on my credit report without proper verification. I exercised my rights under the Fair Debt Collection Practices Act ( FDCPA ) by requesting validation of the alleged debt ; however, the creditor or collection agency has not provided any credible documentation proving that the debt is mine, that the balance is accurate, or that they are legally authorized XXXX  collect it. 
Despite the absence of proper validation, this account continues XXXX  be reported on my credit file. This constitutes a violation of the Fair Credit Reporting Act ( FCRA ), which mandates that all reported information must be accurate XXXX  verifiable. Reporting a debt that has not been validated is XXXX  misleading XXXX  incorrect.",1,
6787721,Debt collection,Payday loan debt,Communication tactics,Frequent or repeated calls,CA,"MARINER FINANCE, LLC",2023-04-03,"I am filing a complaint against Mariner Finance due to the practices of the company. Dealing with Mariner Finance I requested multiple times to not contact me until after XXXX Monday - Friday due to the circumstances of my employment. Not only has Mariner Finance violated my rights it was as if I never requested for them to not call me between the hours of XXXX - XXXX. 
Due to their violation, I requested {$1000.00} per violation. I am backing up my claim under Fair Debt Collection Practices Act : 15 U.S.C 16929C ( A ) ( 1 ) which states at any unusual time or place or a time or place or which should be known to be inconvenient to the consumer. In absence of knowledge of circumstances to the contrary ; a debt collector shall assume that the convenient time for communicating with a consumer.

Marnier Finance has constantly contacted me at numerous inconvenience times which could have led to other consequences at my employment, as a result they have violated my rights plenty of times but here are the most accurate times they have contacted : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX this was after I asked them not to contact me until after XXXX pm XX/XX/2023 XXXX am XX/XX/2023 XXXX pm XX/XX/2023 XXXX pm As you can see through the complaint, Marine has violated my rights which make it to where the company is responsible for {$1000.00} each violated. 
If you have questions, you can email me at XXXX or contact me at XXXX Thank you, XXXX XXXX",1,
8094806,Debt collection,Payday loan debt,Attempts to collect debt not owed,Debt was result of identity theft,FL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-01-02,,1,
8667146,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,FL,Experian Information Solutions Inc.,2024-04-01,"This serves as an effort to rectify inaccurate information present in my credit report as published by your company. Following a credit denial attributed to the dissemination of inaccurate details, I wish to formally communicate that I did not provide authorization or instructions for the inclusion of these specific transactions in my consumer report. 
I am formally requesting the blocking and deletion of these accounts. It is crucial to emphasize that this request is not erroneous and is not grounded in any material misrepresentation concerning the necessity to block these transactions.",1,
10309927,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,MO,AMERICAN EXPRESS COMPANY,2024-10-01,"This debt collector has engaged in practices that violate the Fair Debt Collection Practices Act ( FDCPA ). They have reported an account that I did not consent to, and there is no signed agreement from me authorizing it. A valid legal contract requires the signatures of both parties, and I was not involved in such an agreement. Furthermore, they failed to adhere to the proper 5-step validation process as mandated by the FDCPA. These actions clearly infringe upon my rights under the law, and I am entitled to compensation for these violations. I demand the immediate removal of this accountfrommyrecord.",1,
14395194,Debt collection,Other debt,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,NY,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2025-07-01,,0,
20833746,Debt collection,Other debt,Attempts to collect debt not owed,Debt was result of identity theft,NC,Experian Information Solutions Inc.,2026-04-01,,1,
18399916,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,GA,"CCS Financial Services, Inc.",2026-01-01,"To Whom It May Concern, I am writing to formally dispute the above-referenced account pursuant to the Fair Debt Collection Practices Act ( FDCPA ), 15 U.S.C. 1692g, and the Fair Credit Reporting Act ( FCRA ). 

I did not enter into any agreement with Credit Control Service, and you are not the original creditor. This account has not been properly validated, and I dispute the accuracy, ownership, balance, and any credit reporting associated with this account. 

You are required to provide full and complete validation, including : Documentation showing my agreement to this alleged debt Proof that you are legally authorized to collect or report this debt A complete itemized payment history and balance calculation Evidence of assignment or transfer from the original creditor to your company Until proper validation is provided, you must cease all collection activity and cease any reporting to credit bureaus. 

Additionally, pursuant to 15 U.S.C. 1692c ( c ), I hereby demand that you cease and desist all communication with me, except as allowed by law to provide validation or notify me of specific legal action.

Any continued collection, inaccurate reporting, or failure to validate this account will be documented as violations of federal law and may be reported to : Consumer Financial Protection Bureau ( CFPB ) Federal Trade Commission ( FTC ) Georgia Attorney Generals Office This letter is not an acknowledgment of any debt, nor is it a promise or agreement to pay. 

XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",1,
20840492,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,FL,NCB Management Services Inc.,2026-04-01,"I previously disputed this account and requested full debt validation and method of verification. The account was removed, but it has now been reinserted into my credit report without proper notice. 

Under the Fair Credit Reporting Act, any reinsertion of a previously deleted account requires notification within 5 days, including the source of verification. I did not receive any such notice. 

Additionally, the company failed to provide adequate validation of the debt despite my request. Despite this, they continue to report and attempt to collect on this account. 

This constitutes inaccurate reporting, failure to validate the debt, and unlawful reinsertion.",1,
11343884,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,FL,"Ability Recovery Services, LLC",2025-01-01,,0,
11342832,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was paid,GA,AMERICAN EXPRESS COMPANY,2025-01-01,"Amex This account has been incorrectly classified as a charge-off, but it is considered income, for which I should have received a XXXX to report. This is neither a valid charge-off nor a debt and should be removed from my report. 

XX/XX/scrub>XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXXXXXX XXXX XXXXXXXX Subject : Request for XXXX Form for Cancellation of Debt Dear American Express XXXX XXXX recently noticed that the account associated with XXXX has been marked as a charge-off on my credit report. However, I do not recall receiving a XXXX form for the cancellation of this debt.",1,
16280303,Debt collection,Auto debt,Written notification about debt,Didn't receive enough information to verify debt,TN,TOYOTA MOTOR CREDIT CORPORATION,2025-10-01,"Toyota Financial Services must produce the allonge affixed to the original note as well as it's account. Also name the member officer that provided the alleged loan in question? Since Toyota Financial Services alleged that a loan is owed, does that mean that someone sold an original note containing a wet ink signature in which Toyota Financial Services made claims alleging that the original note contained my wet ink signature in question?",0,
7183699,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,VA,Resurgent Capital Services L.P.,2023-07-02,,1,
11344687,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,TX,TekCollect Inc.,2025-01-01,,0,
20837574,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,TX,"Southwest Credit Systems, L.P.",2026-04-01,,0,
11345298,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Sued you without properly notifying you of lawsuit,NY,"CITIBANK, N.A.",2025-01-01,,1,
16298137,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,NY,"CAINE & WEINER COMPANY, INC.",2025-10-01,,1,
6383988,Debt collection,Other debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,AR,T.S. Holdings,2023-01-01,,1,
6387231,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,ID,ENCORE CAPITAL GROUP INC.,2023-01-03,"I have been contacted multiple times about a supposed debt I am not familiar with. I have sent a certified letter requesting further information about the debt, and about their ability to collect a debt within my state with no response. I spoke to a staff member with them, who said they would send this information, and all that was sent was a single statement from the supposed creditor, and no further information. It was threatened that they would be suing me for the money, but I am not comfortable with the amount of information I have.",1,
7184701,Debt collection,Other debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,MD,"AmerAssist A/R Solutions, Inc.",2023-07-02,,0,
6384953,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,FL,"Franklin Collection Service, Inc.",2023-01-01,"This debt collection Agency Franklin Collection Sv is trying to collect {$260.00} from me. They have never validated the debt with me. They are illegally trying to furnish debt that i do not owe. i do not owe XXXX {$260.00}. I have mailed them a letter requesting that they show proof of a copy of the original contract that i signed, a copy of the payment history, name and address of the original creditor and proof of collection authorization. they can not furnish anything on my credit report without validating any debt with me nor without providing the above information. i will be seeking legal action",1,
18406438,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,FL,OneMain Finance Corporation,2026-01-01,"To Whom It May Concern, I am writing to formally dispute and demand the immediate deletion of a credit inquiry made by your company that appears on my consumer credit report. This inquiry was not authorized by me and is the result of identity theft and theft by deception. 
I am a documented victim of identity theft. Enclosed with this correspondence is a police report filed with the XXXX County Police Department ( XXXX # XXXX ), which establishes criminal misuse of my personal and financial information. This letter constitutes formal notice under the Fair Credit Reporting Act ( FCRA ). 

FRAUDULENT CREDIT INQUIRY DETAILS FOURSIGHT CA XX/XX/year> TransUnion LEGAL BASIS FOR DELETION Under FCRA 604 ( 15 U.S.C. 1681b ), a company may access a consumers credit report only if it has a valid permissible purpose. I did not apply for credit, authorize access, or conduct business with your company.

Further, under FCRA 605B ( 15 U.S.C. 1681c-2 ), consumer reporting agencies and furnishers are required to block and delete information resulting from identity theft once a valid identity theft report is provided. 

Because this inquiry was made without my authorization and is connected to identity theft, it lacks permissible purpose and is unlawfully reported. 
DEMAND I am demanding the following actions : 1. Immediate deletion of the unauthorized inquiry listed above 2. Written confirmation that the inquiry has been permanently removed 3. No re-insertion or re-reporting of this inquiry Please be advised that this matter has also been reported to the Consumer Financial Protection Bureau ( CFPB ). Failure to comply will result in further escalation and documentation of non-compliance. 

I expect written confirmation of deletion within the timeframes required by federal law.",1,
6390449,Debt collection,Medical debt,Attempts to collect debt not owed,Debt was result of identity theft,FL,"Lockhart, Morris & Montgomery Inc.",2023-01-03,This happened in XXXX My back pack was stolen from my car I didnt see the person face I got off my car to get some coffee when I returned to the parking lot my window was broken Unfortunately last year my XXXX XXXX XXXX XXXX XXXX  with my XXXX was stolen too Please Im begging you to clear this off my credit report,1,
8090939,Debt collection,Medical debt,Attempts to collect debt not owed,Debt was result of identity theft,CA,Collection Consultants of California,2024-01-02,"XXXX and XXXX has removed medical debt from my credit reports and I am formally requesting deletion from the third credit bureau as well. 

I am also requesting that a deletion letter be sent to the credit bureau from the furnisher for deletion from my credit report immediately. 

Please see supporting documentation with this complaint to help me expedite the deletion process.",1,
6788716,Debt collection,Credit card debt,False statements or representation,Attempted to collect wrong amount,IN,ENCORE CAPITAL GROUP INC.,2023-04-03,"This company started contacting me in XXXX in which they would call multiple times a day 4-6 at least on various numbers on everyday of the week. Their phone calls left me in tears on numerous actions due to the never ending harassment despite attempting to resolve the matter. Thus sending me in emotional distress due to their manipulative practices. I informed them that I lost my job due to the federal shut downs of COVID as the tanning salon I worked at was closed due to Governor XXXX mandate. Additionally leading to the store closing therefore I was on a limited income and could not consent to a payment plan at the time. They were relentless in their harassment. They contacted my grandfather XXXX XXXX as well as my XXXX XXXX XXXX various times as well revealing my debt owed and attempting to solicit my information. They were informed multiple times to stop calling by both my grandfather and aunt as the matter did not relate to them. They coerced me into a payment plan threatening to sue me if I did not consent to a payment plan. They would claim the accounts were in different departments transferring me numerous times leading to hour long phone calls trying to resolve the matter. Despite suggesting in their mailed communications and on their website that they will work out budget repayment plans and work around hardships this has been quite the contrary. They forced me into a payment for two accounts beginning in XX/XX/XXXX in which they received payments from me until XX/XX/XXXX. The are falsely reporting my balance to the credit unions which is impacting my credit score preventing me from finding some where to live. They are also falsifying the balance in a claim to XXXX XXXX XXXX XXXX. I had a starting balance on account Midland Credit Management XXXX XXXX XXXX XXXX  of {$810.00} however I have made payments from XXXX and the balance should be at {$360.00}. I have another Midland Credit Management account # XXXX the balance started at {$1400.00} however there were payments made from XXXX and the balance should have been reduced to {$860.00}. I have attempted to communicate with employees such as XXXX XXXX and XXXX at midland as well as countless others who have been complete rude, belittling, and deceptive. They attempted to deny the multiple payments despite myself previously receiving payment plan contracts in email and paper coupled with my bank records showing their payments were taken out. This company falsely claims to work to resolve the debt yet they do not reduce the amount report to credit unions and try to pursue legal actions despite receiving payments. This combined with the never ending harassment of myself and my family members is completely unacceptable and a violation of protection laws. This company is the only company I have issued resolving my debt with. I have filed a dispute with the credit reporting agencies regarding my credit report. I am concerned that the company will continue to harass me and pursue legal action despite my attempts to resolve the debt. Even if I pay them the full amount I am concerned they will attempt to falsify information and continue this harassment as this has been going on for 3 years the company still is not telling the truth, falsely reporting balances, and harassing me by means of fear through threats to sue me. The company falsely suggests consumers can work through their website however no contact information can be updated. When payment plans are updated through the portal the following payment ends up not being pulled despite a confirmation popping up. They falsely state on the phone and through mail communications that their website may be used to manage the account however it does not list all of the payments that are made and while having a tab for Mcm documents there are never any files uploaded for receipts of payment, communications between debt collector/consumer, etc. in attempt to hide if the consumer did in fact attempt to resolve the debt. The only documents listed on their site are from the original creditor this making it appear as if the consumer never attempted to resolve the account. XXXX XXXX XXXX informed me as well that to dispute the balance I would have to cancel any payment plans therefore leaving it to appear as if I have not paid or am not attempting to resolve the debt.",1,
18403183,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,SC,Lendmark Financial Services,2026-01-01,,1,
12762674,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,NC,"Portfolio Recovery Associates, LLC",2025-04-01,,1,
16279512,Debt collection,I do not know,Written notification about debt,Didn't receive enough information to verify debt,NC,"National Credit Systems,Inc.",2025-10-01,,0,
9400648,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,NC,"ONLINE Information Services, Inc.",2024-07-01,"I don't recall having a contractual relationship with this collection company. Please give proof that this account belongs on my credit report and that my rights have not been infringed upon ; otherwise, terminate this account immediately. In compliance to 15 U.S. Code 1692e ( 6 ) Debt collectors are legally obligated to adhere to 15 U.S. Code 1692e ( 6 ), which forbids them from providing false information or insinuating inaccuracies about the nature, amount, or legal standing of a debt. It is against the law to make deceptive statements or misrepresentations concerning the debt being pursued for collection.",1,
20833942,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,NV,Viking Client Services,2026-04-01,"I rented and returned a car from XXXX XXXX on XX/XX/year>. On XX/XX/year>, I received a bill for {$600.00} for alleged damage. I am filing this formal complaint against XXXX and Viking Client Services regarding an alleged rental damage claim in the amount of {$600.00}, which I dispute in its entirety. 
Despite multiple written disputes sent via certified mail, neither party has provided competent, verifiable evidence establishing that I am liable for the alleged damage. Instead, I continue to receive collection communications and settlement offers, which appear to be based on an unsubstantiated and speculative claim. 
To date, I have not been provided with the following critical documentation necessary to validate this debt : Evidence that damage occurred during my rental period. 
Proof that I caused the alleged damage. 
A properly completed and contemporaneous Vehicle Incident Report.

Timestamped photographs taken at the time of vehicle return.

A renter statement or accident/incident report Chain-of-custody documentation showing the condition of the vehicle before and after subsequent rentals.

Proof of actual repair and proof of payment for such repair.

The only document provided a Vehicle Incident Report completed two days after the vehicle was returned is insufficient, lacks key identifying details, and does not establish liability.

Additionally, the continued attempt to negotiate a reduced settlement amount further calls into question the legitimacy and evidentiary support of this claim.

Under the Fair Debt Collection Practices Act ( FDCPA ), I have formally disputed this debt. Continuing collection activity without providing meaningful validation raises serious concerns regarding compliance with federal law, including but not limited to : Failure to conduct a reasonable investigation Misrepresentation of character and validity of the alleged debt.

Continued collection efforts on a disputed account without adequate substantiation.",1,
20843553,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,AR,"CAINE & WEINER COMPANY, INC.",2026-04-01,CAINE WEINER is falsely reporting on my credit. I have never had any accounts with them. Per my research CAINE WEINER is a debt collector. They are falsely reporting on my credit!! Account number is # XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,1,
8666186,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Sued you without properly notifying you of lawsuit,MN,"Crown Asset Management, LLC, Duluth, GA Branch",2024-04-01,,1,
6787940,Debt collection,Other debt,Attempts to collect debt not owed,Debt was paid,CA,"Professional Debt Mediation, Inc.",2023-04-03,"They call me one day on the phone in XX/XX/XXXX and said I owe {$9200.00} they said it was a rent bill from XXXX of XXXX. I told them thatXXXX I had never receive any information from that company say that I owe this money No email, No phone Call. So I ask them to let check on the amount they was saying I owe and she said ok and the next day it was reporting to my credit report .They did not work with me they did not give no time to check out, gather paper work or to work out a solution with them at all I feel my right was very VIOLATED by this company",1,
20839669,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,TX,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2026-04-01,,0,
7622239,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,FL,"CARRINGTON MORTGAGE SERVICES, LLC",2023-10-02,"Hello, I have filed 3 previous complaints with the credit bureau regarding Carrington Mortgage. Carrington Mortgage bought my mortgage from XXXX XXXX XXXXXXXX somewhere around XXXX or XXXX. The home was foreclosed in XXXX. There was a surplus owed to me in the amount over {$21000.00}. But the money was not given to me. In other words the home was sold for more than it was worth. In XXXX, I submitted an application for an apartment and was asked if there was a second mortgage on the previous home. I said no. in fact, I lived in the home that was foreclosed on for 20 years and never took out a second mortgage. Lately, I have been receiving monthly emails from Carrington Mortgage. XXXX XXXX alerted me that Carrington Mortgage is on my credit record as active. The credit bureau has not dealt with this issue. The credit Bureau note to my credit reported that the matter was resolved. The credit Bureau has never reached out to me via email, us mail nor by telephone to inquire about the matter. I do not owe any money to Carrington Mortage and the report show show that there was a bankruptcy in XXXX. Thank you for your help. 

XXXX XXXX formally XXXX XXXX XXXX XXXX XXXX",1,
10311700,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,NC,Kikoff Inc.,2024-10-01,,1,
